"","x"
"409",0.0198473777984165
"410",0.0151399480334173
"411",0.0470556246300379
"412",0.00132953429905077
"413",0.0150037455063393
"414",0.0119728849838591
"415",0.0201186526877185
"416",0.220167493125551
"417",0.0774114918330987
"418",0.0530621371622556
"419",0.0070790983736515
"420",0.0600416135640449
"421",0.0253628558402651
"422",0.0912312750592821
"423",0.00874482234939933
"424",0.0201520655148973
"425",0.0320690797331432
"426",0.151095747009369
"427",0.0102012103113035
"428",0.0812761484939499
"429",0.107355180383775
"430",0.0208283218794339
"431",0.0620313428525965
"432",0.0103426340435016
"433",0.00686629628499686
"434",0.128980202075957
"435",0.00951922113179333
"436",0.0193562826348676
"437",0.00624871639431351
"438",0.0135764794993318
"439",0.076537276305408
"440",0.000722412754032016
"441",0.0888261030661133
"442",0.134080751792045
"443",0.0530144438514117
"444",0.0228743808904283
"445",0.033713376796287
"446",0.0622768693890678
"447",0.0455625192238894
"448",0.0117187584149422
"449",0.109253502549696
"450",0.0463502453616765
"451",0.107822411895925
"452",0.042126804301635
"453",0.0467987687961781
"454",0.0402470568271216
"455",0.00276409131225818
"456",0.00360646686102781
"457",0.0396322630170453
"458",0.000143080561732252
"459",0.0706417187507623
"460",0.0346157209068123
"461",0.0460797356422976
"462",0.0131511588632647
"463",0.172156667120526
"464",0.00777761557967298
"465",0.152073185573471
"466",0.000789491796038217
"467",0.087476913777936
"468",0.00860547843492693
"469",0.143874024240956
"470",0.0555231784703907
"471",0.0553776968454162
"472",0.0328078967415624
"473",0.0778764027372295
"474",0.15148942099391
"475",0.0299593619743569
"476",0.02987584262155
"477",0.0666387726839887
"478",0.0475008981796444
"479",0.0233189687650237
"480",0.00820341659709811
"481",0.0890353992534691
"482",0.0406601940276342
"483",0.0242272728374737
"484",0.0414447705070483
"485",0.0484721274408837
"486",0.032487915828824
"487",0.00552585918751717
"488",0.0807575574579429
"489",0.0130480542106347
"490",0.0067348698568013
"491",0.00911504847825176
"492",0.0368940931641393
"493",0.0827380067932619
"494",0.176728009754356
"495",0.0223564731681512
"496",0.0125083114900109
"497",0.0183842091096772
"498",0.0107078849493215
"499",0.0732425739447945
"500",0.0273671697100831
"501",0.034914293533398
"502",0.0111315066977921
"503",0.0154466537189566
"504",0.00669623448306488
"505",0.0264719808991584
"506",0.00744974517470433
"507",0.0778052640204311
"508",0.013010456162425
"509",0.0626877298969203
"510",0.00341487737993399
"511",0.0576311703748014
"512",0.0212195461305479
"513",0.0167406135135227
"514",0.0178528542423414
"515",0.114233497629035
"516",0.185793793854385
"517",0.0448550131885106
"518",0.0158577411073363
"519",0.0175940693200876
"520",0.0737015545965738
"521",0.0013026370489199
"522",0.0545694193158554
"523",0.055277889281661
"524",0.0252142981367393
"525",0.0200517811398539
"526",0.00468147367479017
"527",0.12640759296429
"528",0.0136957927089598
"529",0.0389516796782726
"530",0.0460944709015874
"531",0.0308859378565103
"532",0.152050232611218
"533",0.0046210962134251
"534",0.012610239830489
"535",0.129288968623134
"536",0.0281045169595262
"537",0.0401672465806875
"538",0.0361373174107737
"539",0.0204708966979432
"540",0.211012558275547
"541",0.0106419285423219
"542",0.0816811297249145
"543",0.0181937417331828
"544",0.0122439794552823
"545",0.00966595224518743
"546",0.0194306572795742
"547",0.00343975459552615
"548",0.107142690461014
"549",0.00296730845178847
"550",0.0406394840401749
"551",0.0598041264627384
"552",0.010932514568093
"553",0.0627238903684851
"554",0.00123049675178037
"555",0.0747885571562423
"556",0.0111283771435006
"557",0.261749142766897
"558",0.0252597104687443
"559",0.0268893125984404
"560",0.116428816166638
"561",0.0185743041482828
"562",0.0222018679810895
"563",0.000564819615833439
"564",0.260223719420038
"565",0.0816890488068527
"566",0.00392299114427256
"567",0.0774613005288451
"568",0.229799368614045
"569",7.07670913783757e-05
"570",0.00831435394029131
"571",0.00652019126671131
"572",0.163872340891695
"573",0.0108862336621516
"574",0.0843235480862869
"575",0.012628544613512
"576",0.00569652207195759
"577",0.0736233937116802
"578",0.00403555221338239
"579",0.0523131755157318
"580",0.032724955636594
"581",0.0680132593625791
"582",0.00238770243526544
"583",0.0583461819048333
"584",0.00119942930174713
"585",0.0382959999713219
"586",0.0125038406957119
"587",0.0150837090849462
"588",0.0165622054475862
"589",0.0463727135705292
"590",0.0645331538569437
"591",0.117444099954882
"592",0.0145847881988933
"593",0.0149037651717663
"594",0.0624095028656893
"595",0.151325416924443
"596",0.00600276388124459
"597",0.0503307603133933
"598",0.000662947306409478
"599",0.027322869359826
"600",0.00602949211477405
"601",0.0337809578308629
"602",0.0260837659394989
"603",0.00820283754728734
"604",0.267543676191804
"605",0.00650136910068492
"606",0.0108381144754175
"607",0.127357927144023
"608",0.110143627449342
"609",0.15919968230788
"610",0.0295128354595767
"611",0.0462772429173033
"612",0.00380050033951799
"613",0.0013293975757228
"614",0.0475917298919612
"615",0.0594375740920345
"616",0.0813125961723937
"617",0.121107504012347
"618",0.0204426302678055
"619",0.0473025784434244
"620",0.0341500323524492
"621",0.0565992841059804
"622",0.0876138077795188
"623",0.00276001542158886
"624",0.0124542159916104
"625",0.0532085548856033
"626",0.0342798808123916
"627",0.103125915547511
"628",0.0441062281038632
"629",0.0223282493340472
"630",0.0574750015083643
"631",0.0428003173687743
"632",0.00732419708479053
"633",0.0652531284505136
"634",0.0189228828530759
"635",0.0421542698424337
"636",0.119450306202424
"637",0.0392287334196939
"638",0.0286210131469286
"639",0.0367908790034966
"640",0.269261977103919
"641",0.0382103401029276
"642",0.0386975562781415
"643",0.0400380912113427
"644",0.213537502874896
"645",0.206506216162529
"646",0.101459912433692
"647",0.0714433629870256
"648",0.00591458139630655
"649",0.0352662284858525
"650",0.0249762826909622
"651",0.103486139012179
"652",0.0174973951876036
"653",0.0664791018782232
"654",0.0513870135547227
"655",0.229127712018708
"656",0.0325824277113295
"657",0.0363786025231497
"658",0.0517004237279965
"659",0.0193176582027551
"660",0.041865175846286
"661",0.0302751701739099
"662",0.0212444779980514
"663",0.0142758460715413
"664",0.00529459028297828
"665",0.00802662882037575
"666",0.0167918890818126
"667",0.0235688146979858
"668",0.220992237628255
"669",0.0314523250951121
"670",0.0920784105519531
"671",0.0132871302258637
"672",0.0813492814860092
"673",0.0337731646787789
"674",0.0102963815184517
"675",0.0161265566886832
"676",0.0809911517282671
"677",0.0185857919148273
"678",0.0324894528473831
"679",0.097727423322169
"680",0.00740994435650001
"681",0.0183782203950816
"682",0.058849324573395
"683",0.0236513061552412
"684",0.0347998181823641
"685",0.108482082059285
"686",0.0886890487698727
"687",0.0814372330458339
"688",0.0129684923837582
"689",0.0296754010780512
"690",0.0108964363785668
"691",0.00104513891711205
"692",0.112466824546756
"693",0.0629542033785588
"694",0.0379592778368129
"695",0.0358852218681325
"696",0.142438716248127
"697",0.0534297115700068
"698",0.139874081157146
"699",0.0510079207703312
"700",0.0172129137855437
"701",0.0353597897984501
"702",0.0609813326040511
"703",0.00168958580535319
"704",0.0653189446546806
"705",0.0819655738795052
"706",0.045916228552809
"707",0.0113787522865327
"708",0.00215205055742391
"709",0.0887404200056871
"710",0.147072567804441
"711",0.108189892743496
"712",0.0427309187222729
"713",0.0838803432628195
"714",0.0820051695483936
"715",0.00727505229103068
"716",0.118817064226179
"717",0.0321947442021931
"718",0.14445415790424
"719",0.0839925124780682
"720",0.0466982346625633
"721",0.0881508234841638
"722",0.0215415372254534
"723",0.119019818412312
"724",0.0593690133837203
"725",0.00449019538926052
"726",0.00755078780154387
"727",0.137800524728615
"728",0.00545690634267847
"729",0.0443940651062303
"730",0.114084098483425
"731",0.00130962376068864
"732",0.0236248226551776
"733",0.0377341740143796
"734",0.0333160145156499
"735",0.0237592687157707
"736",0.110297581486703
"737",0.0131679463665932
"738",0.0282398377700398
"739",0.00088112415309254
"740",0.0289331491156999
"741",0.140303610817047
"742",0.00708543059105674
"743",0.0693938891483519
"744",0.0422989607040922
"745",0.051735733186275
"746",0.0119097812803808
"747",0.0301348740079751
"748",0.0108647835440934
"749",0.152991366979598
"750",0.0444383578380478
"751",0.0099086920481261
"752",0.0616905564005017
"753",0.0754344412102309
"754",0.00974843185395002
"755",0.0721941075471381
"756",0.0248661583755165
"757",0.00877343376891481
"758",0.0666616054571023
"759",0.0247906966804171
"760",0.0214103093474276
"761",0.0974128497717791
"762",0.0292339819033824
"763",0.0396848972454882
"764",0.00489473317025436
"765",0.024720980734047
"766",0.00224380642693076
"767",0.0950012334265325
"768",0.0586854630230043
"769",0.0141263224908875
"770",0.0407319428653313
"771",0.0131986412181242
"772",0.0288222498105218
"773",0.0513401688570619
"774",0.0782412844495836
"775",0.0571951285084758
"776",0.00399560394347605
"777",0.119436469073617
"778",0.214685779777587
"779",0.0674452470279735
"780",0.00623958081834846
"781",0.0740316217327952
"782",0.00653727022589707
"783",0.00983741804439988
"784",0.0842356384788633
"785",0.123134069448165
"786",0.047107288059487
"787",0.0508975037567954
"788",0.0342560953973008
"789",0.00217606099636551
"790",0.0537452662029869
"791",0.0431428809975393
"792",0.0243535446387141
"793",0.0628965710534705
"794",0.0527946881202201
"795",0.00547039582831017
"796",0.0389463694454468
"797",0.0224488712457858
"798",0.0740550363206042
"799",0.0217963859128455
"800",0.0589884797398256
"801",0.0894611141187707
"802",0.0561034571252604
"803",0.23299912548155
"804",0.123517170540187
"805",0.0138793271552357
"806",0.0311967886777388
"807",0.0110380272381008
"808",0.111823811605044
"809",0.0574080073768735
"810",0.0413405099446416
"811",0.0464463184427749
"812",0.0195118266468247
"813",0.00276298590728806
"814",0.00908766402345565
"815",0.00959570566781846
"816",0.0298205479306893
"817",0.103716236224076
"818",0.0627356449946602
"819",0.0434036147239977
"820",0.0782488583436953
"821",0.064058472762241
"822",0.118640823593191
"823",0.0329129830416706
"824",0.00505103485212936
"825",0.0666664115440355
"826",0.0419069944547123
"827",0.175697221100929
"828",0.0810350710371904
"829",0.00243797657700876
"830",0.0649915054448472
"831",0.0690164232292778
"832",0.0795424963404417
"833",0.0153917440523704
"834",0.0272480468075318
"835",0.0249027461072223
"836",0.0042897109200971
"837",0.0915493148088172
"838",0.123832860609581
"839",0.0298469859537565
"840",0.149255655181526
"841",0.0793384235547504
"842",0.0119213343649689
"843",0.0368299129315548
"844",0.00774058769457042
"845",0.0300298683707499
"846",0.0788633168926549
"847",0.0391512108012047
"848",0.0199122580367182
"849",0.0207282023814817
"850",0.130907645959442
"851",0.00526781421568659
"852",0.0159258105688625
"853",0.096344283052916
"854",0.0106395286404424
"855",0.0196630809083354
"856",0.0148175065405667
"857",0.0382228116504848
"858",0.0130266876011673
"859",0.0537889635682059
"860",0.0349775660886533
"861",0.0285531414620992
"862",0.0674364493308637
"863",0.00176928057852719
"864",0.00759189086966217
"865",0.000828407394389311
"866",0.00194539916184213
"867",0.0828430303317096
"868",0.114539775682292
"869",0.0526761716710887
"870",0.131726928979607
"871",0.0487978891114357
"872",0.0236940967296927
"873",0.0260129532673293
"874",0.00323229194874123
"875",0.0860428124438988
"876",0.0229934076002489
"877",0.0191341358133488
"878",0.0312698665592406
"879",0.0181206851765381
"880",0.0522394031181577
"881",0.116530688692964
"882",0.130930939371836
"883",0.00410451468390723
"884",0.145565470782334
"885",0.081359226048305
"886",0.0596503055527647
"887",0.04866755324079
"888",0.00548812739240626
"889",0.0800022429015584
"890",0.045765302814279
"891",0.0879556759383521
"892",0.08969469357643
"893",0.177129398608144
"894",0.113604438486498
"895",0.00652184743537671
"896",0.0324970247068753
"897",0.0171328988961048
"898",0.00198135255939431
"899",0.0565337265424774
"900",0.137339211062046
"901",0.0112423620497187
"902",0.0288029132773065
"903",0.184255475789907
"904",0.0587842093964259
"905",0.0224909277937735
"906",0.120983386094821
"907",0.00959678622893989
"908",0.00410557551205986
"909",0.00773757618541519
"910",0.0332722231073098
"911",0.0690929071643955
"912",0.0316805348783318
"913",0.118227631045383
"914",0.0409780795101766
"915",0.00828298191643423
"916",0.0652811496184773
"917",0.0821583812875113
"918",0.00778588109295037
"919",0.0341225917088903
"920",0.109849220757982
"921",0.00409146116322113
"922",0.0280286617473596
"923",0.0237972976432906
"924",0.00202824539627503
"925",0.124111718491169
"926",0.000498584348235508
"927",0.0731555816901068
"928",0.0559441639190588
"929",0.000149227681922778
"930",0.152980363092938
"931",0.132622598870382
"932",0.0227296783640567
"933",0.0104890308446354
"934",0.181544323752923
"935",0.0308203849838012
"936",0.0265410277578566
"937",0.0727682627921144
"938",0.0475127270716764
"939",0.00199169585535979
"940",0.0126646439958778
"941",0.0499148111697155
"942",0.0161004205389569
"943",0.0633553704740942
"944",0.01338101625575
"945",0.0514829811720226
"946",0.00739883484672928
"947",0.0367117566573951
"948",0.0654284974743764
"949",0.256727519327638
"950",0.0147029606677178
"951",0.0033444039678822
"952",0.0698921531559569
"953",0.0268292212082694
"954",0.0213111615222361
"955",0.139513134431957
"956",0.204984244915613
"957",0.0280374088842008
"958",0.0804758148428149
"959",0.00164804441387338
"960",0.134619340524832
"961",0.0174861939209804
"962",0.0493507424553076
"963",0.0152508821597116
"964",0.0915150113564081
"965",0.0803484070899782
"966",0.0180184887980835
"967",0.0115294054202321
"968",0.118773055123932
"969",0.0115664744246975
"970",0.0544067480921999
"971",0.00759596697557125
"972",0.0819406886303382
"973",0.00464293158923586
"974",0.10448069062859
"975",0.0261255557072312
"976",0.0617195081666781
"977",0.0219115553837683
"978",0.0140571708066596
"979",0.0660280217910647
"980",0.0706174848699405
"981",0.00348823921580505
"982",0.0174725892596084
"983",0.0613579742113698
"984",0.00573521477377249
"985",0.0509584623158647
"986",0.149740836989998
"987",0.0178197449228416
"988",0.034782851787491
"989",0.0181574837252912
"990",0.108416348070206
"991",0.0704698889079034
"992",0.043210178713374
"993",0.0206842984625591
"994",0.13787107551805
"995",0.103691862656049
"996",0.0721494113589168
"997",0.0262824465106759
"998",0.0297983125007401
"999",0.0361537161645376
"1000",0.0998957039120807
"1001",0.0451325980913619
"1002",0.0684246222154803
"1003",0.0733871631197473
"1004",0.00650582272102534
"1005",0.152257111226968
"1006",0.268128187485109
"1007",0.018205743878045
"1008",0.0155593470014039
"1009",0.114556275096504
"1010",0.0110334632918239
"1011",0.0121095797374731
"1012",0.056365439490109
"1013",0.0791588416276389
"1014",0.241561503239046
"1015",0.0811585470607536
"1016",0.0790360988024658
"1017",0.000620346301076074
"1018",0.0710816541663316
"1019",0.0167326016344047
"1020",0.0518205985920966
"1021",0.145464434695362
"1022",0.0378817650230808
"1023",0.00241762767028477
"1024",0.0196058025790585
"1025",0.0270900991134675
"1026",0.0101151955572681
"1027",0.0346071190304226
"1028",0.0458694051203469
"1029",0.0114828934893012
"1030",0.117972215320122
"1031",0.199334557156516
"1032",0.194976051777966
"1033",0.0564665675864293
"1034",0.0179693297638247
"1035",0.0512450708058506
"1036",0.0647409879579153
"1037",0.0553233718683163
"1038",0.120271688837593
"1039",0.214023297330492
"1040",0.0265738985811671
"1041",0.0115011127199978
"1042",0.0056107226382882
"1043",0.0169473295617435
"1044",0.0664812690658543
"1045",0.0942946336081969
"1046",0.00284512572106624
"1047",0.0529061050855292
"1048",0.0122165900603351
"1049",0.0187856897504793
"1050",0.013084362980706
"1051",0.0224561118003395
"1052",0.00634700067651768
"1053",0.00301505335503154
"1054",0.0364214170258492
"1055",0.021394903331788
"1056",0.0633529309780902
"1057",0.137831768738348
"1058",0.0587638741749697
"1059",0.040705488209973
"1060",0.0525154602792787
"1061",0.0472945753565106
"1062",0.0351789205645521
"1063",0.00611620655076371
"1064",0.00155067768879944
"1065",0.00898532978155547
"1066",0.0448476627652685
"1067",0.0281699419590748
"1068",0.0565865733637419
"1069",0.0213257418911318
"1070",0.0101062698620743
"1071",0.0213069726661262
"1072",0.0367535498614113
"1073",0.0258932566891114
"1074",0.0584965341494156
"1075",0.00122574073608134
"1076",0.00798955510577394
"1077",0.0716316868113816
"1078",0.0472892014700347
"1079",0.157081122669851
"1080",0.0715078416567551
"1081",0.0307033039215538
"1082",0.00658355967510709
"1083",0.0320142949155221
"1084",0.137872731616549
"1085",0.0994884173028681
"1086",0.003863522498351
"1087",0.112543242564931
"1088",0.100257061520684
"1089",0.0269830763702177
"1090",0.0351202252786607
"1091",0.0202244940353325
"1092",0.0116914682762904
"1093",0.115323020140629
"1094",0.0513904246271326
"1095",0.0124468114227057
"1096",0.0339765511453152
"1097",0.016258088276825
"1098",0.0692610411570973
"1099",0.0176224830146465
"1100",0.14488242431361
"1101",0.0464979953927953
"1102",0.0581421347104682
"1103",0.03025080390378
"1104",0.000102868478138615
"1105",0.0318338951975521
"1106",0.0472430628455489
"1107",0.0425261885628773
"1108",0.00621007817486922
"1109",0.0546839056099296
"1110",0.0384595793827126
"1111",0.00473169390008681
"1112",0.0160745185696416
"1113",0.0538595762183938
"1114",0.118759106734182
"1115",0.0217971430004885
"1116",0.0194231149790594
"1117",0.000298837167031351
"1118",0.0154443744104356
"1119",0.0130395459806223
"1120",0.0295858234167099
"1121",0.0418531290619717
"1122",0.0177211635746062
"1123",0.0970456614629772
"1124",0.0149034104930858
"1125",0.0217985139895666
"1126",0.0152264966163784
"1127",0.00401141005568206
"1128",0.0088327775204909
"1129",0.0877660232033766
"1130",0.0181094080778874
"1131",0.0707316567270133
"1132",0.0339360358969619
"1133",0.0225575581555151
"1134",0.0116333316287233
"1135",0.0210219640918929
"1136",0.00856923975433146
"1137",0.0639507645626011
"1138",0.0425814759066376
"1139",0.0302303147812684
"1140",0.113974776528247
"1141",0.0277933788064569
"1142",0.080281429505482
"1143",0.0935728516796907
"1144",0.0529105036185689
"1145",0.103936611566578
"1146",0.15359236868433
"1147",0.0204709103693151
"1148",0.169185280289238
"1149",0.0111986693232454
"1150",0.0546457058168348
"1151",0.0161068886777179
"1152",0.105304970297848
"1153",0.058396288398389
"1154",0.0166391301464121
"1155",0.0747373112350544
"1156",0.211651566546831
"1157",0.00478935422529659
"1158",0.0370873201948901
"1159",0.000939362682402134
"1160",0.0902766637002253
"1161",0.0182269936938494
"1162",0.0167205367082109
"1163",0.0296342755771346
"1164",0.0298895033645547
"1165",0.0436650253809002
"1166",0.0295644068465339
"1167",0.138767985723534
"1168",0.121831666360748
"1169",0.0181849302331655
"1170",0.00246947013679276
"1171",0.0291708250685285
